gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.18,-20.79,-8.7,0.7,0.63,0.56,1.09,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.22,-39.98,-139.33,0.61,-0.43,0.92,1.18,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,-9.29,-13.04,0.33,0.32,0.7,0.83,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.13,-22.35,-109.34,0.82,-0.71,0.99,1.47,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.38,23.96,5.66,0.42,0.51,0.72,0.98,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,-14.62,-89.36,0.88,-0.87,1.01,1.6,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.69,0.65,24.94,0.14,0.16,0.76,0.79,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.02,-5.9,9.78,0.52,0.52,0.71,1.02,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.53,-43.18,-189.76,0.49,0.57,0.83,1.12,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.24,36.66,169.99,0.48,-0.02,0.91,1.03,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.58,-0.26,-89.12,0.31,0.67,0.77,1.07,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.74,57.22,-21.08,-0.28,-0.33,1.09,1.18,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.82,2.67,-0.42,-0.39,-0.72,1.01,1.3,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.89,1.87,-5.89,-0.39,-0.7,1.01,1.29,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.42,12.3,-12.07,-0.06,0.01,0.9,0.9,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.53,18.35,11.17,-0.04,-0.05,0.9,0.9,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.77,-17.04,18.79,0.33,0.38,0.95,1.08,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.75,-27.13,177.56,0.78,0.32,0.95,1.27,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.17,47.36,-73,0.68,0.96,1.1,1.61,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.3,-16.59,192.96,0.84,0.05,0.98,1.3,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.33,43.81,7.94,0.64,0.54,1.13,1.41,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.59,18.62,152.93,0.84,-0.46,0.91,1.33,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38.58,38.25,9.61,0.58,0.53,1.18,1.42,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.25,16.85,182.28,0.91,-0.49,0.92,1.38,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.62,36.5,33.12,0.49,0.57,1.15,1.38,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.9,24.37,78.45,0.9,-0.88,0.8,1.49,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.74,25.71,63.59,0.43,0.56,1.18,1.37,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.41,26.67,106.87,0.87,-0.65,0.84,1.38,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-37.57,24.48,8.42,0.49,0.57,1.14,1.37,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.51,18.02,68.86,1.04,-0.97,0.8,1.63,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.32,29.98,8.78,0.45,0.51,1.19,1.37,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35.95,52.83,-68.07,1.09,-0.53,0.84,1.48,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.1,-43.16,116.3,0.92,0.97,1.19,1.79,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-69.78,29.66,-192.71,0.94,0.88,1.02,1.64,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.75,-45.43,211.95,0.73,1.27,1.15,1.86,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-128.49,132.28,-154.81,0.88,1.27,1.18,1.95,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.87,24.02,197.36,0.71,0.03,0.98,1.21,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.86,5.06,9.8,0.02,0.02,0.98,0.98,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.15,-13.44,-8.87,0.01,0,1.01,1.01,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,-16.37,-11.7,0.04,0.04,0.88,0.88,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.29,1.08,-47.71,0.32,-1.21,0.34,1.3,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.74,-52.49,12.07,0.4,0.48,0.76,0.98,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.15,15.8,-166.59,0.49,-0.42,0.61,0.89,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.35,-56.54,101.76,0.53,0.91,0.82,1.34,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-39.03,2.7,-181.05,0.53,0.79,0.64,1.15,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.56,-41.25,186.81,0.49,0.63,0.61,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.16,29.3,-152.25,0.49,0.69,0.8,1.16,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4,-16.79,-12.67,-0.06,0.05,0.79,0.79,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.33,6.92,3.87,0.05,0.01,1.02,1.02,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77,18.32,64.26,0.08,0.08,1.03,1.04,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.69,-8.78,129.47,0.73,1.54,0.83,1.9,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-55.46,63.73,-149.93,0.79,1.52,0.74,1.86,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.8,-48.28,227.57,0.83,0.49,0.79,1.25,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-46.49,36.2,-76.48,0.8,1.25,0.99,1.78,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.64,-18.35,65.37,1.21,-0.29,0.57,1.37,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.62,5.66,51.31,0.51,0.89,0.99,1.43,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.57,29.29,-24.48,1.16,-0.23,0.63,1.34,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.22,-33.04,67.94,0.73,1.13,1.03,1.69,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-41.83,23.38,-160.74,0.86,1.04,0.86,1.6,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.14,-29.35,197.57,0.88,0.82,0.87,1.48,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-41.39,111.4,59.07,0.77,1.02,0.98,1.61,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.73,0.96,24.34,-0.03,-0.09,0.76,0.77,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08,-4.75,2,0,0,1,1,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.88,-5.07,-0.68,0.02,0,1,1,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.05,-8.81,3.03,-0.12,-0.03,0.95,0.96,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.86,-21.71,-27.03,0.46,-1.07,1.17,1.65,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.31,-3.65,-2.79,-0.14,0.09,0.82,0.83,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.62,-28.53,-72.45,0.51,-0.85,1.1,1.49,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.38,-18.81,14.57,-0.26,-0.01,0.87,0.9,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.87,-29.7,-94.03,0.4,-0.62,1.05,1.28,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06,-17.36,7.58,-0.22,0.03,0.88,0.91,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.75,-22.55,-58.25,0.48,-0.97,1.13,1.56,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.05,16.15,11.18,-0.11,0.22,0.78,0.82,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.32,-27.23,-59.11,0.51,-1.03,1.11,1.6,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.23,0.69,2.68,-0.15,0.15,0.77,0.8,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.71,-20.94,-83.36,0.56,-0.93,1.07,1.52,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.6,-6.59,2.45,-0.18,0.06,0.86,0.88,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.59,-13.05,-38.1,0.56,-1.16,1.11,1.7,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.2,27.86,2.81,-0.29,0,0.87,0.91,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06,0.66,53.09,0.55,-0.98,1.15,1.61,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.27,-11.48,-26.83,-0.04,0.12,0.8,0.81,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.08,-15.26,19.71,0.55,-1.1,1.17,1.69,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.07,-16.74,-26.67,-0.1,0.08,0.8,0.81,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.75,7.48,25.36,0.55,-1.21,1.18,1.78,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.06,-16.21,-54.45,-0.14,0.14,0.82,0.85,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.42,10.5,72.15,0.43,-0.79,1.13,1.44,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.07,-6.43,-22.14,-0.19,0.02,0.85,0.88,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.11,-33.14,-106.78,0.34,-0.62,0.99,1.21,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.82,2.22,31.29,-0.33,-0.13,0.9,0.97,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.04,21.65,-2.84,-0.14,-0.06,1.05,1.06,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-58.83,20.05,174.7,0.06,-0.09,0.94,0.95,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.46,-57.54,-124.25,-0.05,0.62,0.73,0.96,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.28,37.29,162.92,0.03,0.14,0.87,0.88,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.85,59.26,-140.21,-0.22,0.65,1,1.21,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.13,71.05,166.52,0.09,0.95,0.61,1.13,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-11.45,-39.84,-209.58,-0.06,0.5,0.83,0.97,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-233.65,187.55,-24.95,-0.15,-0.35,1.1,1.17,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-47.05,-67.86,-80.72,0.01,0.09,1,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.5,-70.96,-126.92,0.25,0.29,1.23,1.29,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,3.87,0.92,0,0,1,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.17,-22.11,169.94,0.31,0.52,0.77,0.98,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.12,60.24,-94.8,0.46,0.64,0.74,1.08,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.99,-42.82,151.79,0.38,0.55,0.73,0.99,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38.04,56.91,-137.47,0.49,0.56,0.62,0.97,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.72,-5.83,163.15,0.41,0.83,0.72,1.17,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.69,37.92,-130.3,0.63,0.6,0.62,1.07,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.43,-15.4,150.02,0.44,0.72,0.72,1.11,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.12,13.64,-129.58,0.41,0.71,0.65,1.05,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.59,-22.17,164.55,0.43,0.82,0.69,1.15,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57,26.73,-122.49,0.73,0.08,0.59,0.94,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.05,-11.57,85.74,0.27,0.46,0.78,0.94,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.13,14.52,-134.84,0.6,-0.32,0.61,0.91,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.18,-30.18,103.99,0.21,0.55,0.86,1.04,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.28,2.59,-1.44,0.01,0,1,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.06,-14.45,-45.96,0.06,0.03,0.97,0.97,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.55,49.74,-48.58,0.42,-0.99,0.48,1.17,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.32,-34.23,172.08,0.44,0.92,0.84,1.32,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.12,27.44,-207.45,0.59,0.8,0.69,1.21,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.21,-20.84,164.27,0.49,-0.26,0.63,0.84,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,-13.42,-32.31,0.19,0.38,0.77,0.88,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.54,31.39,-78.39,0.73,-0.75,0.49,1.16,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.58,8.52,77.65,0.48,0.63,0.82,1.14,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-39.7,10.41,-180.96,0.63,0.04,0.61,0.88,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.31,-24.41,175.51,0.4,1.11,0.87,1.46,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-65.75,25.63,-164.03,0.72,0.56,0.78,1.2,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.46,-22.01,173.34,0.45,0.38,0.76,0.96,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-40.01,63.2,-160.25,0.21,0.71,0.84,1.12,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.54,-26.38,152.83,0.57,-0.36,0.59,0.89,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.84,27.79,-88.74,0.19,0.47,0.87,1.01,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.75,-16.09,57.52,0.62,-0.99,0.44,1.25,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.94,13.92,30.31,-0.09,0.08,0.89,0.9,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.72,16.99,-33.14,-0.44,-0.37,0.68,0.89,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.16,-1.68,-0.57,-0.75,0.65,1.14,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.92,-18.29,1.59,0,0.01,1.01,1.01,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.05,-18.55,-12.41,0.08,0.12,0.97,0.98,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.71,-32.11,-39.03,0.44,-1.12,1.12,1.64,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.24,-10.62,-0.54,-0.03,0.07,0.92,0.93,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.4,-45.12,-42.65,0.6,-0.93,1.12,1.58,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,-4.89,-1.78,-0.12,0.06,0.89,0.9,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.46,-10.81,-19.75,0.57,-0.97,1.1,1.58,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.26,9.26,-24.92,-0.12,0.02,0.94,0.95,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1,-18.5,2.56,0.53,-0.96,1.09,1.55,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.8,-10.17,-16.08,-0.11,0.02,0.9,0.91,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.09,-17.02,-10.34,0.55,-1.17,1.13,1.72,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.3,-5.21,-8.28,-0.13,0,0.91,0.92,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11,-26.34,-20.51,0.53,-1.15,1.13,1.7,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.39,-27.87,8.85,0.03,0.25,0.79,0.83,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.19,-42.66,-93.45,0.52,-0.75,1.01,1.36,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,14.58,22,0.01,0.3,0.71,0.77,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
