gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.27,9.66,-25.3,0.29,-0.79,0.99,1.3,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.93,-9.92,48.38,1.1,0.07,0.78,1.35,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-49.01,-44.55,-46.26,0.3,-1.17,0.9,1.51,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.91,-31.29,237.87,0.59,-1.23,0.9,1.63,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-54.49,-69.89,-78.29,0.43,-1.4,0.89,1.72,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.1,4.98,179.97,0.65,-1,0.91,1.51,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.62,-5.25,-59.58,0.07,-0.78,0.81,1.13,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.12,-22.64,17.49,0.32,-0.81,1.01,1.33,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.72,3.65,-10.15,1.26,0.05,0.79,1.49,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,7.22,51.46,0.24,-0.88,0.97,1.34,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.83,-19.99,-137.56,0.93,-0.29,0.87,1.31,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4,43.96,54.43,0.22,-1,0.98,1.42,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-46.69,5.37,-169.56,0.72,-0.9,0.87,1.45,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.05,61.04,99.23,0.16,-1.25,0.95,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.25,-3.22,-200.53,0.19,-1.23,0.84,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.47,40.73,183.63,-0.05,-1.55,0.86,1.77,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-42.23,-48.99,-141.49,0.1,-1.64,0.82,1.84,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.77,43.06,209.36,0.15,-1.52,0.87,1.76,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.87,13.24,-165.62,0.23,-1.78,0.81,1.97,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.12,18.85,251.57,0.43,-1.5,0.8,1.76,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.29,-35.93,-21.52,0.23,-0.7,0.88,1.15,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.96,29.38,-168.15,0.32,-1.85,0.89,2.07,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.33,26.6,205.27,0.32,-1.84,0.96,2.1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.58,-21.1,-233.86,0.22,-1.83,1.06,2.13,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.05,69.49,197.36,0.12,-1.7,0.93,1.94,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.57,32.17,66.19,0.25,-0.35,1.16,1.24,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.62,2.02,4.66,0,-0.01,1.01,1.01,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.13,0.48,-1.12,0,-0.01,1.01,1.01,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.07,0.17,0.68,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12,0.02,0.28,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,0.07,0.42,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08,0.08,0.95,0,0.01,0.98,0.98,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.29,-0.68,-2.58,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.02,0.36,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.11,0.05,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.02,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09,0.06,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,0.01,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,-0.01,0.34,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.11,0.04,0.29,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.08,0.31,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16,0.06,0.29,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12,0.06,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,0.03,0.31,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.03,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.13,0,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.11,0.03,0.3,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16,0.04,0.31,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.13,0,0.31,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.13,0.03,0.29,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12,0.03,0.31,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,0.01,0.29,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,0.04,0.32,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12,0.05,0.29,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09,0.05,0.28,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.03,0.3,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.11,0.1,0.28,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.04,0.31,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15,0.05,0.28,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12,0.06,0.34,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,0.06,0.34,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1,-0.1,-0.27,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14,0.13,0.65,0,0,0.99,0.99,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-36.2,128.21,12.29,-0.09,0.05,0.98,0.98,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.06,102.37,262.45,0,1.04,0.77,1.3,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38.49,97.9,-77.75,-0.12,0.51,0.84,0.99,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-50.28,86.4,176.38,0.34,-0.78,0.95,1.28,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.72,81.81,-41.69,0.06,0.19,0.99,1.01,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-51.82,76.39,29.61,0.42,-1.17,0.94,1.56,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35.27,96.75,22.73,0.04,0.07,1,1.01,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-47.69,81.09,-29.29,0.4,-0.94,0.99,1.42,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.85,95.06,79.19,0.08,0.38,0.92,1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.63,87.49,-228.5,-0.03,0.2,1,1.02,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.41,94.11,271.49,-0.24,1.08,0.71,1.31,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.71,59.25,-192.85,-0.03,0.97,0.67,1.18,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.72,132.33,248.97,-0.11,1.04,0.85,1.34,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-48.88,107.76,-156.52,0.19,0.66,0.96,1.18,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.29,98.22,260.96,-0.02,0.51,0.86,1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.81,70.38,-81.48,-0.04,0.65,0.99,1.19,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.9,50.97,225.56,0.27,-0.44,0.99,1.12,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.27,95.69,-43.03,-0.18,0.32,0.95,1.02,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.54,87.5,29.04,0.45,-1.23,0.93,1.61,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-41.32,76.24,182.32,-0.21,1.02,0.89,1.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.27,127.99,-228.5,0.08,0.55,0.87,1.04,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-61.31,141.45,222.59,-0.17,1.08,0.86,1.39,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.51,79,-187.23,0.07,0.78,0.92,1.2,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-41,58.8,252.51,-0.21,0.81,0.85,1.19,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-63.46,124.12,-116.9,-0.27,0.75,0.74,1.08,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.93,61.51,156.33,0.45,-0.98,0.97,1.45,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38.63,106.11,-13.92,-0.17,0.17,0.96,0.99,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.89,70.49,136.74,0.44,-0.97,0.98,1.44,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-49.8,106.04,-54.57,-0.09,0.22,0.96,0.99,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-49.86,79.74,14.81,0.5,-1.25,0.95,1.65,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-51.15,108.9,35.22,-0.19,-0.07,1.03,1.05,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.41,46.33,11.72,-0.24,-0.04,1.14,1.16,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.24,119.62,162.28,0.42,-0.8,0.96,1.32,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-40.43,109.84,-31.19,-0.15,0.1,0.96,0.98,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-51.46,74.34,54.38,0.45,-1.13,0.93,1.54,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.27,116.41,39.52,-0.03,0.03,0.84,0.85,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.21,77.21,-108.13,0.21,-0.77,0.93,1.23,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.6,53.19,79.77,-0.08,0.25,0.87,0.91,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-68.83,59.6,-227.96,-0.3,1.07,0.79,1.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.37,200.66,-20,-0.3,-0.43,1.13,1.25,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.28,83.28,13.13,-0.72,-0.92,1.08,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.08,84.49,18.66,-0.72,-0.88,1.09,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.28,-18.43,220.73,0.21,1.2,1.03,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,-1.37,-4.96,0,0.01,1.02,1.02,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.86,-58.18,166.67,0.24,0.9,1.11,1.45,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-39.93,-12.61,-167.11,0.09,1.01,1.05,1.46,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.93,-15.15,204.62,0.29,0.33,0.97,1.06,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-40.17,0.09,-131.57,0.09,0.69,0.99,1.21,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.42,-19.3,212.97,0.49,0.62,1,1.28,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.61,12.69,-147.84,0.15,0.78,1.05,1.32,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.25,-0.79,216.71,0.21,0.62,0.99,1.19,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.36,-26.92,-100.03,-0.02,0.65,1,1.19,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.55,-12.5,194.26,0.36,0.24,1,1.08,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.46,1.72,-71.43,0.07,0.15,1.05,1.06,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.55,-32.11,76.93,0.71,-0.96,0.82,1.45,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.71,14.15,-67.86,0.07,0.03,1.02,1.03,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.85,-19.07,-17.25,0.72,-1.11,0.88,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14,25.21,-17.32,0.13,-0.01,1.06,1.07,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.58,1.08,-25.04,0.76,-1.14,0.84,1.61,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.29,-13.71,52.52,0.05,0.17,1.06,1.07,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.28,37.9,-221.78,0.51,0.1,0.97,1.1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.1,-60.17,173.6,-0.06,1,1.13,1.51,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23,-18.37,-225.56,0.21,1.07,1.03,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.79,-31.57,231.41,-0.12,1.15,1.08,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.02,-63.17,-123.11,-0.39,0.4,1.01,1.15,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.06,-23.11,188.8,0.34,-0.23,0.94,1.02,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.05,-63.53,-70.56,-0.11,0.22,0.97,1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.37,9.21,88.62,0.57,-0.98,0.85,1.41,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.75,-11.51,-49.22,0.07,-0.03,0.93,0.93,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.47,-8.11,41.75,0.8,-1.1,0.85,1.6,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3,-5.22,-61.68,0.06,0,0.96,0.96,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.87,-12.97,49.84,0.71,-1.1,0.88,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.91,-15.53,17.81,0.03,-0.01,0.9,0.9,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.86,-15.92,22.62,0.82,-0.92,0.91,1.53,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.28,1.56,20.17,0.03,-0.06,0.92,0.92,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.96,-6.57,27.04,0.76,-1.14,0.89,1.63,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.05,-3.1,-3.32,0.03,-0.02,0.92,0.92,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.65,-15.87,26.29,0.79,-1.22,0.86,1.69,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2,-12.31,-6.26,0.03,-0.02,0.91,0.91,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.18,4.41,-33.74,0.77,-1.14,0.85,1.61,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.88,-68.04,67.03,-0.03,-0.03,0.96,0.96,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.27,13.82,-39.48,-0.24,-0.44,0.87,1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.49,0.18,1.44,-0.44,-0.76,0.85,1.22,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.07,-0.04,0,0,1,1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,0.3,-2.42,0,0,1,1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.3,62.34,-51.43,0.35,0.74,1.15,1.41,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.23,-24.71,-0.91,1.09,-0.42,1,1.54,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.47,-61.03,93.13,0.76,1.26,1.25,1.93,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.66,54.73,-236.96,0.9,1.05,1.13,1.79,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.33,-53.19,231.49,0.16,1.93,1.4,2.39,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.52,63.6,-234.24,0.78,1.6,1.34,2.23,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93,31.29,196.37,0.84,0.82,1.09,1.6,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.71,-26.76,-155.7,0.38,1.39,1.24,1.9,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.65,49.78,198.07,0.95,0.53,1.07,1.53,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.78,25.51,-41.81,0.62,0.83,1.18,1.57,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.59,10.01,-124.51,0.95,0.11,1.01,1.39,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
